Name
"PD Dr. med. Tomas Pfeiffer, Singen (Hohentwiel), Chirurg, Arzt"
"Dr. med. Silke Slucka, Prerow, Hautärztin, Ärztin"
"Dr. med. Stefan Höthker, Ahrenshoop, Neurologe, Arzt"
"Dr. med. Jan Hendrik Schwarz, Ahrenshoop, Orthopäde, Arzt"
"Dr. med. Ralf-Peter Stein, Prerow, Facharzt für Innere Medizin, Arzt"
"Dr. med. Egbert Schwarz, Wustrow, Facharzt für Innere Medizin, Arzt"
" Andrea Coetzee, Hecklingen, Allgemeinmedizinerin, Ärztin"
" Roland Berlin, Prerow, Allgemeinmediziner, Arzt"
"Dr. med. Elke Schrader, Prerow, Praktische Ärztin, Ärztin"
"Dipl. - Med. Holger Pribbernow, Saal, Praktischer Arzt, Arzt"
"PD Dr. med. Helmut Rogge, Ahrenshoop, Facharzt für Innere Medizin, Arzt"
" Julia Schukow, Egeln, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Steffen Matthies, Ahrenshoop, Facharzt für Innere Medizin, Arzt"
" Markus Gerz, Prerow, Orthopäde, Arzt"
"Dipl. - Med. Hanna Kramer, Ahrenshoop, Allgemeinmedizinerin, Ärztin"
"Dr. med. Peter Johansen, Wustrow, Allgemeinmediziner, Arzt"
"Dipl. - Med. Holger Pribbernow, Lüdershagen, Praktischer Arzt, Arzt"
"Dr. med. Olaf Anhenn, Borkum, Facharzt für Innere Medizin, Arzt"
" Andreas Martin, Prerow, Allgemeinmediziner, Arzt"
"Dr. med. Annett Dietzmann, Ahrenshoop, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Frank Zimmermann, Ahrenshoop, Facharzt für Innere Medizin, Arzt"
"Dipl. - Med. Hans-Jürgen Fritz, Wieck a. Darß, Allgemeinmediziner, Arzt"
"Dr. med. Sonja Schmidt, Prerow, Frauenärztin, Ärztin"
"Dr. Dr. med. Johannes Mattes, Ahrenshoop, Facharzt für Innere Medizin, Arzt"
" Axel Leopoldt, Bornheim, Facharzt für Psychosom. Med.u.Psychotherap., Arzt"
"Dr. med. Georg Stephan, Bornheim, Augenarzt, Arzt"
"Dr. med. Andrea Schweikert, Bornheim, Allgemeinmedizinerin, Ärztin"
"Dr. med. Peter Pesch, Bornheim, Frauenarzt, Arzt"
"Dr. med. Manuel Minnemann, Bornheim, Hautarzt, Arzt"
"Dr. med. Anne-Rose Linden, Bornheim, Kinderärztin, Ärztin"
"Dr. med. Knut Hollaender, Bornheim, Psychiatrie u.Psychotherapie, Arzt"
"Dr. med. Elke Mantwill, Bornheim, Allgemeinmedizinerin, Ärztin"
"Dr. med. Tobias Humbert, Bornheim, Kinderarzt, Arzt"
"Dr. med. Ionel Corniciuc, Bornheim, Allgemeinmediziner, Arzt"
" Heinz-Ulrich Finkam, Bornheim, Orthopäde, Arzt"
" Ralf Tietz, Bornheim, Orthopäde, Arzt"
" Manfred Bolz, Bornheim, Praktischer Arzt, Arzt"
"Dr. med. Ute Wegener-Höpfner, Bornheim, Anästhesistin, Ärztin"
" Christopher Haller, Bornheim, Praktischer Arzt, Arzt"
"Dr. med. Annette Minnemann, Bornheim, Hautärztin, Ärztin"
" Hubert Dreuw, Bornheim, Kinderarzt, Arzt"
"Dr. med. Christian Lunow, Bornheim, Allgemeinmediziner, Arzt"
"Dr. med. Claudia Selke, Bornheim, Kinderärztin, Ärztin"
" Katharina Böhm, Bornheim, Augenärztin, Ärztin"
" Susanne Denizot, Bornheim, Allgemeinmedizinerin, Ärztin"
"Dr. med. Andreas Kremer, Bornheim, Anästhesist, Arzt"
"Dr. med. Christine Schwandt, Bornheim, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Susanne Reubke, Bornheim, Allgemeinmedizinerin, Ärztin"
"Dr. med. Michael Schweikert, Bornheim, Facharzt für Innere Medizin, Arzt"
"Dr. med. Barbara Niemann, Bornheim, Allgemeinmedizinerin, Ärztin"
"Dr. med. Reinhold Lunow, Bornheim, Facharzt für Innere Medizin, Arzt"
"Dipl. - Med. Eva-Maria Wirzkowski, Wustrow, Kinderärztin, Ärztin"
" Andreas Steimann, Rickling, Psychiatrie u.Psychotherapie, Arzt"
" Annett Barth, Rickling, Allgemeinmedizinerin, Ärztin"
"Dr. med. Christiane Jennen, Bornheim, Allgemeinmedizinerin, Ärztin"
" Nikolas Kahlke, Rickling, Psychiatrie u.Psychotherapie, Arzt"
"Dr. med. Ute Breuer, Wankendorf, Fachärztin für Innere Medizin, Ärztin"
" Hans Joachim Schwarz, Rickling, Psychiatrie u.Psychotherapie, Arzt"
"Dr. med. Thomas Harrer, Wankendorf, Allgemeinmediziner, Arzt"
"Dr. med. Reiner Erichsen, Schillsdorf, Praktischer Arzt, Arzt"
" Joachim Dautwiz, Stocksee, Allgemeinmediziner, Arzt"
" Sona Sahakyan, Trappenkamp, Augenärztin, Ärztin"
" Wolfgang Schuur, Trappenkamp, Augenarzt, Arzt"
"Dr. med. Jon-Marten Heisler, Trappenkamp, Augenarzt, Arzt"
"Dr. med. Carsten Klatt, Trappenkamp, Augenärztin, Ärztin"
" Imke Adam, Trappenkamp, Frauenärztin, Ärztin"
"Dr. med. Hanna Riemenschneider, Trappenkamp, Kinderärztin, Ärztin"
" Christian Kraus, Trappenkamp, Allgemeinmediziner, Arzt"
"Dr. med. Ulrike Kiene, Trappenkamp, Frauenärztin, Ärztin"
" Annett Barth, Trappenkamp, Allgemeinmedizinerin, Ärztin"
"Dr. med. Rolf-Jürgen Schenk, Trappenkamp, Praktischer Arzt, Arzt"
"Dr. med. Adel Mohsen, Trappenkamp, Praktischer Arzt, Arzt"
" Eva Mohsen, Trappenkamp, Kinderärztin, Ärztin"
"Dipl. - Med. Hans-Jürgen Fritz, Born am Darß, Allgemeinmediziner, Arzt"
" Farhad Saedi, Bornhöved, Allgemeinmediziner, Arzt"
" Kirsten Geißler, Bornhöved, Kinderpsychiaterin, Ärztin"
"Dr. Uta Saedi, Bornhöved, Allgemeinmedizinerin, Ärztin"
"Dr. med. Jörn-Wolff Prüter, Trappenkamp, Augenarzt, Arzt"
" Hartmut Endelmann, Bornhöved, Praktischer Arzt, Arzt"
"Dipl. - Med. Sylke Glänzel, Zschopau, Anästhesistin, Ärztin"
"Dr. med. Ines Seidel, Zschopau, Fachärztin für Innere Medizin, Ärztin"
"Dipl. - Med. Liane Buhr, Beelitz, Allgemeinmedizinerin, Ärztin"
"Dipl. - Med. Christine Letzian, Zschopau, Allgemeinmedizinerin, Ärztin"
"Dr. med. Uwe Keller, Zschopau, Urologe, Arzt"
"Dr. med. Carola Herbst, Zschopau, Kinderärztin, Ärztin"
"Dr. med. Ullrich Thumser, Zschopau, Chirurg, Arzt"
" D. Prisacariu, Zschopau, Psychiatrie u.Psychotherapie, Ärztin"
"Dr. med. Niels Haselhoff, Zschopau, Chirurg, Arzt"
"Dr. med. Jürgen Atmanspacher, Zschopau, Facharzt für Innere Medizin, Arzt"
" Sebastian Hupfer, Zschopau, Orthopäde und Unfallchirurg, Arzt"
"Dr. med. Uwe Rücknagel, Zschopau, Chirurg, Arzt"
"Dr. med. Bettina Gebhardt, Zschopau, Frauenärztin, Ärztin"
" Holger Müller, Zschopau, Chirurg, Arzt"
"Dipl. - Med. Günter Schössow, Zschopau, Kinderarzt, Arzt"
"Dr. med. Lars Treffkorn, Zschopau, Neurologe, Arzt"
"Dr. med. Barbara Keller, Großolbersdorf, Allgemeinmedizinerin, Ärztin"
"Dr. med. Stephanie Grobe, Großolbersdorf, Allgemeinmedizinerin, Ärztin"
"Dr. med. Norbert Heide, Zschopau, Anästhesist, Arzt"
"Dr. med. Ulla Brenner, Zschopau, Frauenärztin, Ärztin"
"Dr. med. Katrin Zimmermann, Zschopau, Fachärztin für Innere Medizin, Ärztin"
"Dr. Branislav Kroslak, Pockau-Lengefeld, Allgemeinmediziner, Arzt"
"Dipl. - Med. Sven Uhlig, Zschopau, Frauenarzt, Arzt"
"Dr. med. Thomas Bräuer, Zschopau, Chirurg, Arzt"
" Gunar Gläser, Grünhainichen, Allgemeinmediziner, Arzt"
"Dr. med. Alexander Thiele, Zschopau, HNO Arzt, Arzt"
" Driton Gerdovci, Wankendorf, Allgemeinmediziner, Arzt"
" Lilya Busik, Börnichen/Erzgeb., Allgemeinmedizinerin, Ärztin"
"Dr. med. Dietmar Reichel, Börnichen/Erzgeb., Allgemeinmediziner, Arzt"
" Sorush Nader, Reinbek, Innere Medizin, Arzt"
"Dr. med. Martin Ballhausen, Reinbek, Chirurg, Arzt"
"Dr. Frank Trostdorf, Hamburg, Neurologe, Arzt"
"Dr. med. André Motamedi, Hamburg, Frauenarzt, Arzt"
"Prof. Dr. med. Tim Strate, Reinbek, Chirurg, Arzt"
" Christian Kraus, Rickling, Allgemeinmediziner, Arzt"
"Prof. Dr. med. Stefan Jäckle, Reinbek, Facharzt für Innere Medizin, Arzt"
" Annerose Hähnel, Hamburg, Allgemeinmedizinerin, Ärztin"
"Dr. med. Rene Perner, Reinbek, Allgemeinmediziner, Arzt"
"Dr. med. Lars Schirrow, Reinbek, Facharzt für Innere Medizin, Arzt"
"PD Dr. med. Ali Aydin, Reinbek, Facharzt für Innere Medizin, Arzt"
"Dr. med. Christian Hillert, Reinbek, Chirurg, Arzt"
"Dr. med. Shahram Khadem, Reinbek, Visceralchirurg, Arzt"
"Dr. med. Alexander Frohn, Hamburg, Allgemeinmediziner, Arzt"
" Thorsten Siemssen, Reinbek, Orthopäde und Unfallchirurg, Arzt"
" Rainer Stengel, Wentorf, Facharzt für Innere Medizin, Arzt"
"Dr. med. Christine Zieron, Reinbek, Allgemeinmedizinerin, Ärztin"
"Dr. med. Ingeborg Herrmann-Gremmels, Reinbek, Neurologin, Ärztin"
"Dr. med. Nikolaus Zeitler, Wentorf, Allgemeinmediziner, Arzt"
"Dr. med. Jens Christiansen, Reinbek, Facharzt für Innere Medizin, Arzt"
"Dr. med. Gerd-Eric Uhlmann, Reinbek, Psychiatrie u.Psychotherapie, Arzt"
" Kay-Sancho Panzer, Wentorf, Allgemeinmediziner, Arzt"
" Petra Sacher, Reinbek, Frauenärztin, Ärztin"
"Dr. med. Matthias Stephan, Wentorf, Allgemeinmediziner, Arzt"
" Josef Diers, Aumühle, Kinderarzt, Arzt"
"Dr. med. Carola Migge, Börnsen, Fachärztin für Innere Medizin, Ärztin"
" Rainer Stengel, Börnsen, Facharzt für Innere Medizin, Arzt"
"Dr. Iris Lefers, Börnsen, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Jens Stahmer, Reinbek, Facharzt für Innere Medizin, Arzt"
"Dr. med. Jan Fritzsche, Trappenkamp, Kinderarzt, Arzt"
"Dr. med. Nina Grabener, Rendsburg, Frauenärztin, Ärztin"
"Dr. med. Carsten Bismarck, Fritzlar, Chirurg, Arzt"
"Dr. med. Hans Scheller, Borgholzhausen, Allgemeinmediziner, Arzt"
"Dipl. - Med. Klaus Kölbel, Zschopau, Chirurg, Arzt"
"Dr. med. Elisabeth Klimke, Bad Doberan, Allgemeinmedizinerin, Ärztin"
"Dr. med. Gerhard Hemmen, Hofgeismar, Psychiatrie u.Psychotherapie, Arzt"
"Dr. med. Sybille Haritz, Flintbek, Neurologin, Ärztin"
"Dr. med. Martin Giegeler, Neumünster, Allgemeinmediziner, Arzt"
"Dr. med. Karin Erasmi, Flintbek, Anästhesistin, Ärztin"
"Dr. med. Frank Schmidt, Magdeburg, Allgemeinmediziner, Arzt"
"Dr. med. Dr. med. dent. Peer Th. Nolting, Borken, Kieferorthopädie, Arzt"
"Dr. med. Ole Welling, Borken, Plastischer Chirurg, Arzt"
" Fouzi Emetike, Borken, Orthopäde, Arzt"
"Dr. med. Björn Thobe, Borken, Orthopäde und Unfallchirurg, Arzt"
" Michael Busch, Borken, Facharzt für Innere Medizin, Arzt"
"Dr. med. Arman Amiri-Sani, Borken, Urologe, Arzt"
" Stanislaw Gawronski, Borken, Allgemeinmediziner, Arzt"
"Dr. med. Mariia Luchian, Borken, Hautärztin, Ärztin"
"Dr. med. Barbara König, Borken, HNO Ärztin, Ärztin"
"Dr. med. Peter Quante, Borken, Orthopäde und Unfallchirurg, Arzt"
"Dr. med. Ewa Balten, Borken, Radiologin, Ärztin"
"Dr. med. Matthias Kellner, Borken, Kinderarzt, Arzt"
"Dr. med. Almut Maasberg, Borkum, Allgemeinmedizinerin, Ärztin"
"Dr. med. Ralf Kellner, Borken, Facharzt für Innere Medizin, Arzt"
"Dr. med. Lutz Müller, Borken, Chirurg, Arzt"
"PD Dr. med. Josef Pospiech, Borken, Facharzt für Neurochirurgie, Arzt"
"Dr. med. Holger Klinkenbusch, Borken, Orthopäde und Unfallchirurg, Arzt"
"Dr. med. Bärbel Darui, Borken, Allgemeinmedizinerin, Ärztin"
" Peter Demes, Borken, Facharzt für Innere Medizin, Arzt"
" Dirk Wilmers, Borken, Allgemeinmediziner, Arzt"
"Dr. med. Burkhard Alkemper, Borken, Facharzt für Innere Medizin, Arzt"
"Dr. med. Norbert Backhaus, Borken, Orthopäde, Arzt"
" Marco Joachim, Borken, Neurologe, Arzt"
" Reggy Schift, Borken, Hautarzt, Arzt"
" Susanne Dittmann, Borken, Psychiatrie u.Psychotherapie, Ärztin"
"Dr. med. Birgit Adam, Borken, Fachärztin für Innere Medizin, Ärztin"
"PD Dr. med. Patrick Jaminet, Borken, Plastischer Chirurg, Arzt"
" Felicitas Pospiech, Borken, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Martin Eckers, Borken, Facharzt für Innere Medizin, Arzt"
" Ingo Rauer, Borken, Frauenarzt, Arzt"
"Dr. med. Allesandra d'Alesandro, Schönebeck (Elbe), Fachärztin für Innere Medizin, Ärztin"
" Svitlana Ginzburg, Bad Rothenfelde, Hautärztin, Ärztin"
"Dr. med. Kerstin Rohkohl, Schönebeck (Elbe), Orthopädin, Ärztin"
"Dr. med. Kirsten Tiedke, Schönebeck (Elbe), Orthopädin, Ärztin"
"Dr. med. Brita Schrader, Schönebeck (Elbe), Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Bärbel Jersch, Schönebeck (Elbe), Fachärztin für Innere Medizin, Ärztin"
" Petra Tetzner, Schönebeck (Elbe), Chirurgin, Ärztin"
" Thomas Funke, Schönebeck (Elbe), Facharzt für Innere Medizin, Arzt"
"Dr. med. Christina Zibolka, Schönebeck (Elbe), Orthopädin, Ärztin"
"Dr. med. Susanne Wegener, Schönebeck (Elbe), Allgemeinmedizinerin, Ärztin"
" Michael Groß, Schönebeck (Elbe), Facharzt für Innere Medizin, Arzt"
"Dr. med. Axel Hübner, Schönebeck (Elbe), Allgemeinmediziner, Arzt"
" Dinah Yunus, Reinbek, Innere Medizin, Ärztin"
"Dr. med. Jens Peter May, Schönebeck (Elbe), Chirurg, Arzt"
" Regine Banse, Schönebeck (Elbe), Allgemeinmedizinerin, Ärztin"
" Christoph Henning, Schönebeck (Elbe), Frauenarzt, Arzt"
"Dipl. - Med. Birgit Burkhardt, Schönebeck (Elbe), Fachärztin für Innere Medizin, Ärztin"
"Dipl. - Med. Dirk Fiebig, Schönebeck (Elbe), Frauenarzt, Arzt"
" Peter Nellessen, Sögel, Radiologe, Arzt"
" Herbert Jablonski, Sögel, Chirurg, Arzt"
"Dr. med. Annette Belling, Sögel, Chirurgin, Ärztin"
"Dr. med. Bert Baume, Sögel, Facharzt für Neurochirurgie, Arzt"
"Dr. med. Constantin-Cornel Paxino, Borchen, Praktischer Arzt, Arzt"
" Tarek Abwini, Paderborn, Psychiatrie u.Psychotherapie, Arzt"
"Dr. med. Fonyuy Nyuyki, Paderborn, Nuklearmediziner, Arzt"
"Dr. med. Wolfgang Geuer, Paderborn, Neurologe, Arzt"
"Dr. med. Markus Flören, Paderborn, Orthopäde, Arzt"
"Dr. med. Norbert Uphoff, Lichtenau, Allgemeinmediziner, Arzt"
"Dr. med. Rene Föste, Paderborn, Plastischer Chirurg, Arzt"
"Dr. med. Vera Kleist, Paderborn, Praktische Ärztin, Ärztin"
" Nadja-Verena Böer, Salzkotten, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Katja Garritzmann, Paderborn, Allgemeinmedizinerin, Ärztin"
" Andrea Meier, Paderborn, Allgemeinmedizinerin, Ärztin"
"Dr. med. Thomas Voßmann, Paderborn, Allgemeinmediziner, Arzt"
" Susanne Daul, Schönebeck (Elbe), Innere Medizin, Ärztin"
"Dr. med. Jutta Erig, Salzkotten, Allgemeinmedizinerin, Ärztin"
"Dr. med. Gabriele Voß, Paderborn, Allgemeinmedizinerin, Ärztin"
"Dr. med. Petra Gelinsky-Lenz, Paderborn, Allgemeinmedizinerin, Ärztin"
"Dr. med. Josef Meier, Paderborn, Allgemeinmediziner, Arzt"
"Dr. med. Silke Zilles, Borchen, Kinderärztin, Ärztin"
"Dr. med. Petra Neumann, Borchen, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Dagmar Terwyen, Borchen, Fachärztin für Innere Medizin, Ärztin"
"Dipl. - Med. Nora Flemming, Borchen, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Hans-Dieter Bader, Borchen, Allgemeinmediziner, Arzt"
"Dr. med. Hanswerner Herber, Borchen, Facharzt für Innere Medizin, Arzt"
" Ulrike Loriz, Borchen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Ute Schulte, Borchen, Allgemeinmedizinerin, Ärztin"
" Christa Schernus, Borchen, Allgemeinmedizinerin, Ärztin"
" Dagmar Brandenburg, Borchen, Allgemeinmedizinerin, Ärztin"
" Andreas W. Hofmann, Borchen, Allgemeinmediziner, Arzt"
"Dipl. - Med. Simon Feldbach, Schönebeck (Elbe), Allgemeinmediziner, Arzt"
" Klaus Dueck, Borchen, Allgemeinmediziner, Arzt"
"Dr. med. Hermann-Josef Bergmann, Sögel, Facharzt für Innere Medizin, Arzt"
" Martin Steinhoff, Sögel, Anästhesist, Arzt"
"Dr. med. Stefanie Misgeld, Sögel, Frauenärztin, Ärztin"
"Dr. med. Bernd König, Sögel, Urologe, Arzt"
"Dr. med. Max-Reinhard Steuber, Sögel, Allgemeinmediziner, Arzt"
"Dr. med. Erhard Schone, Sögel, Facharzt für Innere Medizin, Arzt"
"Dr. med. Hermann Rolfes, Sögel, Facharzt für Innere Medizin, Arzt"
"Dr. med. Andreas Wilke, Sögel, Facharzt für Innere Medizin, Arzt"
"Dr. med. Norbert Bley, Sögel, Facharzt für Innere Medizin, Arzt"
"Dr. med. Kathrin Clauß, Schönebeck (Elbe), Anästhesistin, Ärztin"
"Dr. med. Niels-Christian Höllger, Sögel, Allgemeinmediziner, Arzt"
"Dr. med. Wolfgang Rössner, Unseburg, Allgemeinmediziner, Arzt"
"Dr. med. Norbert Lorenz, Sögel, Allgemeinmediziner, Arzt"
"Dr. med. Timo Johann Clasen, Sögel, Visceralchirurg, Arzt"
" Elena Tholen, Lorup, Allgemeinmedizinerin, Ärztin"
"Dr. med. Ansgar Norda, Sögel, Augenarzt, Arzt"
" Paul Nica, Surwold, Facharzt für Innere Medizin, Arzt"
" Irene Moor, Sögel, Kinderärztin, Ärztin"
"Dr. med. Jan-Felix Christiansen, Sögel, Facharzt für Innere Medizin, Arzt"
"Dr. med. Dietmar Jansen, Sögel, Chirurg, Arzt"
" Ghazy Kassem, Sögel, Urologe, Arzt"
"Dr. med. Christian Prinz, Sögel, Facharzt für Innere Medizin, Arzt"
"Dr. med. Jan Lücken, Sögel, Allgemeinmediziner, Arzt"
" Berend Jacob van der Weide, Sögel, Frauenarzt, Arzt"
"Dr. med. Renate Willoh-Angenendt, Börger, Allgemeinmedizinerin, Ärztin"
" Karl-Heinrich Ameln, Börger, Allgemeinmediziner, Arzt"
"Dr. med. Klaus Kretschmer, Schönebeck (Elbe), Allgemeinmediziner, Arzt"
"Dr. med. Jens Koch, Schönebeck (Elbe), Chirurg, Arzt"
" Christian Hoff, Sögel, Augenarzt, Arzt"
" Haykush Sarkisyan, Bördeland, Allgemeinmediziner, Arzt"
"Dr. med. Erika Gärtner, Bördeland, Allgemeinmedizinerin, Ärztin"
"Dr. med. Martha Noodt, Bissee, Praktische Ärztin, Ärztin"
"Dr. med. Ulli Polenz, Paderborn, Allgemeinmediziner, Arzt"
"Dipl. - Med. Fred Barz, Neumünster, Praktischer Arzt, Arzt"
" Rainer Hencke, Neumünster, Allgemeinmediziner, Arzt"
"Dr. med. Katinka Appelt, Neumünster, Fachärztin für Innere Medizin, Ärztin"
"Dr. Jennifer Menge, Flintbek, Psychiatrie u.Psychotherapie, Ärztin"
"Dr. med. Susanne Werner, Flintbek, Allgemeinmedizinerin, Ärztin"
" Christian Krogsrud, Neumünster, Allgemeinmediziner, Arzt"
"Dr. med. Susanne Gebhardt, Flintbek, Frauenärztin, Ärztin"
" Susanne Pesalla, Wattenbek, Fachärztin für Psychosom. Med.u.Psychotherap., Ärztin"
"Dr. med. Matthias Apelt, Wattenbek, Allgemeinmediziner, Arzt"
"Dr. med. Nathalie Mameghani, Wattenbek, Fachärztin für Innere Medizin, Ärztin"
" Christoph Witteschus, Borchen, Facharzt für Innere Medizin, Arzt"
" Martina Olmes, Bordesholm, Kinderärztin, Ärztin"
"Dr. med. Christoph B. Brattig, Bordesholm, Augenarzt, Arzt"
"Dr. med. Annette Belling, Sögel, Chirurgin, Ärztin"
" Klaus Willeitner, Flintbek, Facharzt für Innere Medizin, Arzt"
" Anja Peters, Bordesholm, Frauenärztin, Ärztin"
"Dr. med. Wolf-Rainer Wolfers, Bordesholm, Allgemeinmediziner, Arzt"
"Dr. med. Axel Nelke, Bordesholm, Allgemeinmediziner, Arzt"
"Dr. med. Jürgen Holland, Bordesholm, Allgemeinmediziner, Arzt"
"Dr. med. Andreas Kosak, Bordesholm, Allgemeinmediziner, Arzt"
"Dr. med. Vincent Schulz-Douglas, Bordesholm, Allgemeinmediziner, Arzt"
"Dr. med. Daniel Borgmeier, Bordesholm, Allgemeinmediziner, Arzt"
" Ulrike Sawierucha, Bordesholm, Frauenärztin, Ärztin"
"Dr. med. Ingo Petersen, Bordesholm, Allgemeinmediziner, Arzt"
" Karin Kohl-Kratz, Hofgeismar, Allgemeinmedizinerin, Ärztin"
"Dr. med. Asta Klarner, Hofgeismar, Allgemeinmedizinerin, Ärztin"
" Markus Peters, Bordesholm, Allgemeinmediziner, Arzt"
" Tatjana Kontze, Hofgeismar, Frauenärztin, Ärztin"
" Wenzel Nieswiatowski, Hofgeismar, Orthopäde, Arzt"
"Dr. med. Johannes Andreas Bühnen, Hofgeismar, Augenarzt, Arzt"
" Hartmut Knoth, Hofgeismar, Allgemeinmediziner, Arzt"
"Dr. med. Stephan Gesing, Hofgeismar, Facharzt für Innere Medizin, Arzt"
" Axel Schneider, Hofgeismar, Chirurg, Arzt"
" Joachim Kuhl, Hofgeismar, Frauenarzt, Arzt"
" Uwe Simon, Hofgeismar, HNO Arzt, Arzt"
" Reinhold Nies, Hofgeismar, Allgemeinmediziner, Arzt"
" Tatjana Gisick, Hofgeismar, Allgemeinmedizinerin, Ärztin"
"Dr. med. Anna Reich, Hofgeismar, Hautärztin, Ärztin"
"Dr. med. Manfred Wappler, Hofgeismar, Psychiatrie u.Psychotherapie, Arzt"
"Dr. med. Stefan Mähler, Hofgeismar, Anästhesist, Arzt"
" Talal Sabbagh, Hofgeismar, Augenarzt, Arzt"
"Dr. med. Sebastian Rohde, Hofgeismar, Kinderarzt, Arzt"
" Johanne Nolte, Hofgeismar, Allgemeinmedizinerin, Ärztin"
"Dr. med. Peter Hülsmann, Hofgeismar, Chirurg, Arzt"
" Sibylle Mittnacht, Liebenau, Allgemeinmedizinerin, Ärztin"
" Susann Neutze, Borgentreich, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Beate Rasper, Borgentreich, Fachärztin für Psychosom. Med.u.Psychotherap., Ärztin"
" Alexander Vaisbord, Schönebeck (Elbe), Facharzt für Innere Medizin, Arzt"
"Dr. med. Adolf Sadhoff, Borgentreich, Allgemeinmediziner, Arzt"
"Dr. med. Monika Sadhoff, Borgentreich, Praktische Ärztin, Ärztin"
"Dr. med. Gerhard Wölfle, Borgentreich, Allgemeinmediziner, Arzt"
"Dr. med. Hermann Josef Mertens, Borgentreich, Allgemeinmediziner, Arzt"
"Dr. med. Jörg-Henrik Häberle, Borgentreich, Facharzt für Innere Medizin, Arzt"
"Dr. med. Sybille Sengbusch, Bad Doberan, Kinderärztin, Ärztin"
"Dipl. - Med. Bärbel Klingler-Mandig, Bad Doberan, Augenärztin, Ärztin"
" Werner Kraut, Bordesholm, Praktischer Arzt, Arzt"
" Jan Bock, Bad Doberan, Facharzt für Innere Medizin, Arzt"
"Dr. med. Gerhard Bülow, Bad Doberan, Facharzt für Innere Medizin, Arzt"
"Dr. med. Katrin Hudemann, Bad Doberan, Urologin, Ärztin"
" Ina Burdenski, Bad Doberan, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Uwe Jahnke, Bad Doberan, Orthopäde, Arzt"
"Dr. med. Friedrich Oschkinat, Bad Doberan, Facharzt für Psychosom. Med.u.Psychotherap., Arzt"
"Dr. med. Marion Richter, Bad Doberan, Kinderärztin, Ärztin"
"Dr. med. Olaf Decker, Bad Doberan, Chirurg, Arzt"
" Axel Lange, Bad Doberan, Allgemeinmediziner, Arzt"
" Anton Leutz, Bordesholm, Allgemeinmediziner, Arzt"
"Dr. med. Lutz Baumbach, Bad Doberan, Chirurg, Arzt"
"Dr. med. Ulrike Namokel, Bad Doberan, Allgemeinmedizinerin, Ärztin"
"Dr. med. Anne Buhr, Bad Doberan, HNO Ärztin, Ärztin"
"Dr. med. Jan Lachmann, Bad Doberan, Orthopäde, Arzt"
"Dr. med. Alexandra Lex, Bad Doberan, Allgemeinmedizinerin, Ärztin"
" Elisabeth Grimm, Bad Doberan, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Torsten Jäschke, Bad Doberan, Orthopäde, Arzt"
"Dr. med. Bert Basan, Bad Doberan, Facharzt für Innere Medizin, Arzt"
"Dr. med. Thomas Rahmig, Admannshagen-Bargeshagen, Chirurg, Arzt"
"Dr. med. Nils Akkermann, Bad Doberan, Allgemeinmediziner, Arzt"
"Dr. med. Heike Förster, Bad Doberan, Psychiatrie u.Psychotherapie, Ärztin"
"Prof. Dr. med. Gunther Neeck, Bad Doberan, Facharzt für Innere Medizin, Arzt"
"PD Dr. med. habil. Thomas Arendt, Bad Doberan, Facharzt für Innere Medizin, Arzt"
" Ulrich Naschold, Bad Doberan, Allgemeinmediziner, Arzt"
" Antje Schulz, Börgerende-Rethwisch, Allgemeinmedizinerin, Ärztin"
"Dr. med. Sven Hellwig, Börgerende-Rethwisch, Anästhesist, Arzt"
" Kai Kollmeyer, Melle, Praktischer Arzt, Arzt"
" Inga Prinz, Halle (Westfalen), Augenärztin, Ärztin"
" Larissa Hildebrandt, Halle (Westfalen), Praktische Ärztin, Ärztin"
" Rudolf-Jan-Willem Coppoolse, Bad Rothenfelde, Chirurg, Arzt"
"Dr. med. Eva von Langermann und Erlencamp, Bad Doberan, Allgemeinmedizinerin, Ärztin"
"Dr. med. Klaus Hante, Borken, Kinderarzt, Arzt"
"Dr. med. Nicolla Buch, Versmold, Augenärztin, Ärztin"
"Dr. med. Christian Hamann, Schönebeck (Elbe), HNO Arzt, Arzt"
"Dr. med. Eckart Happich, Versmold, Allgemeinmediziner, Arzt"
"Dr. med. Martin Schöndienst, Halle (Westfalen), Psychoanalytiker, Arzt"
"Dr. med. Michael Feltkamp, Halle (Westfalen), Chirurg, Arzt"
"Dr. med. Frank Franke, Bad Rothenfelde, Chirurg, Arzt"
"Dr. med. Ulla-Britta Freudenberg, Bad Rothenfelde, Frauenärztin, Ärztin"
"Dr. Siemke Lüdorff, Werther (Westfalen), Allgemeinmedizinerin, Ärztin"
